,pred,pred_score,y
TCGA-FD-A3SM-01,1.0,0.5089845657348633,1
TCGA-DK-AA6S-01,1.0,0.7711787223815918,1
TCGA-DK-A3WW-01,1.0,0.5286955833435059,1
TCGA-G2-A3IB-01,0.0,0.28944218158721924,0
TCGA-XF-A8HF-01,1.0,0.8413798213005066,1
TCGA-KQ-A41O-01,1.0,0.4468024671077728,1
TCGA-CF-A1HS-01,1.0,0.9252229332923889,1
TCGA-G2-AA3B-01,0.0,0.22236010432243347,0
TCGA-K4-A5RH-01,1.0,0.38810640573501587,1
TCGA-XF-AAME-01,0.0,0.37830090522766113,0
TCGA-DK-A3IK-01,1.0,0.9366821050643921,1
TCGA-G2-A2EO-01,1.0,0.5404312610626221,1
TCGA-BT-A20V-01,1.0,0.9235247373580933,1
TCGA-S5-A6DX-01,1.0,0.7495192289352417,1
TCGA-GD-A2C5-01,1.0,0.779619038105011,1
TCGA-FD-A3SN-01,0.0,0.31093236804008484,1
TCGA-XF-A9SY-01,1.0,0.6994526386260986,1
TCGA-XF-A9SZ-01,1.0,0.5378516316413879,1
TCGA-XF-A9SL-01,1.0,0.41183656454086304,1
TCGA-XF-AAN3-01,1.0,0.6368957757949829,1
TCGA-K4-A6MB-01,1.0,0.624927282333374,1
TCGA-BT-A2LA-01,1.0,0.8118609189987183,1
TCGA-GU-A42Q-01,1.0,0.6721293926239014,1
TCGA-CF-A47T-01,0.0,0.3534703850746155,0
TCGA-DK-A3IQ-01,1.0,0.44634783267974854,1
TCGA-FD-A5BZ-01,1.0,0.8446765542030334,1
TCGA-CF-A47W-01,1.0,0.3975337743759155,0
TCGA-SY-A9G0-01,1.0,0.4878389239311218,1
TCGA-BT-A42F-01,1.0,0.6838279962539673,1
TCGA-XF-A9SJ-01,1.0,0.8943957090377808,1
TCGA-CF-A47Y-01,1.0,0.402657151222229,0
TCGA-FD-A3SJ-01,1.0,0.9427241086959839,1
TCGA-G2-A3IE-01,0.0,0.09035392105579376,0
TCGA-2F-A9KP-01,1.0,0.668295681476593,1
TCGA-GD-A3OP-01,1.0,0.7671476602554321,1
TCGA-GC-A6I3-01,1.0,0.7214683294296265,1
TCGA-BT-A20J-01,0.0,0.3073500990867615,0
TCGA-XF-AAN2-01,0.0,0.3134143352508545,0
TCGA-DK-A1A5-01,0.0,0.22513869404792786,0
TCGA-G2-A2EK-01,0.0,0.3628680408000946,0
TCGA-4Z-AA7M-01,1.0,0.45983922481536865,1
TCGA-XF-AAMX-01,1.0,0.9010328054428101,1
TCGA-4Z-AA89-01,1.0,0.4958679974079132,1
TCGA-DK-A3IM-01,1.0,0.7334083318710327,1
TCGA-BT-A20P-01,0.0,0.2994807958602905,1
